nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14.FED_1_1,nc14.FED_1_2,nc14.FED.rerun_1_1,nc14.FED.rerun_1_2,nc12.mitotic.FED_1_1,nc12.mitotic.FED_1_2,nc12.mitotic.FED.rerun_1_1,nc12.mitotic.FED.rerun_1_2,shifted,places
1,3,1,2,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,X_20683200_20685600_X_20918400_20920800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,X_20675200_20677600_X_20910400_20912800
0,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,X_20667200_20669600_X_20902400_20904800
1,2,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,0,2,1,1,X_20659200_20661600_X_20894400_20896800
1,3,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,X_20651200_20653600_X_20886400_20888800
0,6,3,4,0,1,0,2,0,0,0,0,0,0,0,0,3,4,4,5,1,2L_829600_832000_2L_1036800_1039200
0,1,2,1,0,0,2,2,0,0,0,0,0,0,1,1,0,2,0,3,1,2L_821600_824000_2L_1028800_1031200
0,2,5,3,1,1,2,2,0,2,1,2,0,0,2,0,1,2,3,1,1,2L_813600_816000_2L_1020800_1023200
2,6,5,2,0,0,0,1,1,1,0,1,1,0,2,0,3,2,0,0,1,2L_805600_808000_2L_1012800_1015200
1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2L_797600_800000_2L_1004800_1007200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_789600_792000_2L_996800_999200
0,3,2,3,1,2,0,1,1,0,1,0,0,2,0,0,3,0,2,1,1,2L_781600_784000_2L_988800_991200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_773600_776000_2L_980800_983200
0,6,1,3,1,0,2,2,0,0,0,2,0,0,4,1,4,1,4,1,1,2L_765600_768000_2L_972800_975200
3,2,3,1,2,1,2,2,1,0,2,0,1,1,1,1,2,1,1,2,1,2L_757600_760000_2L_964800_967200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_7818400_7820800_2R_7871200_7873600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_7810400_7812800_2R_7863200_7865600
5,18,14,5,4,4,1,4,4,4,6,9,2,4,4,9,5,5,8,8,1,2R_7802400_7804800_2R_7855200_7857600
7,18,18,5,6,2,8,6,8,9,5,14,5,6,5,2,5,4,7,7,1,2R_7794400_7796800_2R_7847200_7849600
8,10,20,10,7,7,10,10,10,9,5,8,3,3,13,7,5,2,5,3,1,2R_7786400_7788800_2R_7839200_7841600
0,3,2,2,0,2,2,0,0,1,1,1,3,0,2,0,5,2,5,1,1,2R_7778400_7780800_2R_7831200_7833600
3,9,8,2,3,3,3,3,2,0,0,2,0,1,3,3,0,1,0,2,1,2R_7770400_7772800_2R_7823200_7825600
0,1,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2R_7762400_7764800_2R_7815200_7817600
5,13,8,10,2,3,5,7,1,4,4,4,4,3,9,1,4,3,4,4,1,2R_7754400_7756800_2R_7807200_7809600
3,5,17,2,2,5,6,9,3,4,3,13,5,11,11,5,6,3,7,6,1,2R_7746400_7748800_2R_7799200_7801600
0,7,12,5,5,1,6,1,2,4,4,4,0,4,2,4,4,2,3,0,1,2L_9212800_9215200_2L_9288800_9291200
4,8,3,3,7,4,3,2,4,0,1,5,2,0,5,5,2,0,1,4,1,2L_9204800_9207200_2L_9280800_9283200
5,4,12,2,1,0,3,2,1,1,3,2,2,2,4,1,0,1,2,2,1,2L_9196800_9199200_2L_9272800_9275200
2,6,7,3,1,1,1,4,2,4,3,2,0,2,3,4,1,2,3,0,1,2L_9188800_9191200_2L_9264800_9267200
5,12,13,4,4,2,4,3,6,0,3,1,3,1,6,3,1,5,1,3,1,2L_9180800_9183200_2L_9256800_9259200
1,4,7,3,2,1,3,3,0,0,0,6,2,1,1,4,1,0,2,1,1,2L_9172800_9175200_2L_9248800_9251200
2,20,16,7,7,8,7,9,4,2,4,2,3,5,4,3,7,0,6,2,1,2L_9164800_9167200_2L_9240800_9243200
2,9,5,5,2,0,7,5,4,1,1,3,0,0,3,0,2,1,1,2,1,2L_9156800_9159200_2L_9232800_9235200
0,7,10,10,0,3,2,4,2,1,1,4,0,4,2,5,1,0,6,0,1,2L_9148800_9151200_2L_9224800_9227200
1,2,4,2,1,3,0,0,2,1,1,1,0,0,0,0,0,2,3,3,1,2L_9140800_9143200_2L_9216800_9219200
0,8,5,5,0,1,3,1,1,3,3,2,0,0,2,1,4,1,3,4,1,2L_561600_564000_2L_699200_701600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_553600_556000_2L_691200_693600
2,5,10,5,1,1,2,1,0,1,1,1,2,0,1,1,4,3,3,7,1,2L_545600_548000_2L_683200_685600
1,5,8,1,0,0,1,1,0,0,0,1,0,1,3,2,5,1,7,6,1,2L_537600_540000_2L_675200_677600
1,3,3,2,1,3,1,1,2,1,1,2,1,0,1,0,6,0,7,4,1,2L_529600_532000_2L_667200_669600
2,5,8,3,0,0,3,0,1,2,1,0,2,1,0,1,1,2,0,3,1,2L_521600_524000_2L_659200_661600
1,5,4,3,3,2,2,2,0,1,0,2,1,1,2,0,0,3,6,3,1,2L_513600_516000_2L_651200_653600
0,5,7,4,0,1,1,0,2,0,0,0,1,0,0,1,1,2,3,5,1,2L_505600_508000_2L_643200_645600
2,7,8,4,2,1,3,2,1,0,0,4,1,2,0,1,1,0,1,4,1,2L_497600_500000_2L_635200_637600
0,1,2,3,2,0,2,2,0,0,0,1,0,0,0,1,1,1,2,0,1,2L_489600_492000_2L_627200_629600
6,17,30,9,9,2,12,12,20,10,8,19,13,13,18,8,8,3,12,3,1,X_3636000_3638400_X_3654400_3656800
10,13,34,12,7,7,8,15,16,9,7,15,5,8,10,13,7,3,6,9,1,X_3628000_3630400_X_3646400_3648800
8,12,32,11,11,1,10,10,24,7,8,11,10,10,23,22,6,3,3,9,1,X_3620000_3622400_X_3638400_3640800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3612000_3614400_X_3630400_3632800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3604000_3606400_X_3622400_3624800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3596000_3598400_X_3614400_3616800
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,X_3588000_3590400_X_3606400_3608800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3580000_3582400_X_3598400_3600800
2,19,20,8,0,0,11,5,11,5,5,7,8,6,8,7,4,4,7,5,1,X_3572000_3574400_X_3590400_3592800
7,20,23,8,5,5,7,7,4,5,6,10,6,5,11,9,8,2,10,9,1,X_3564000_3566400_X_3582400_3584800
1,2,4,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,X_6492800_6495200_X_6612800_6615200
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,X_6484800_6487200_X_6604800_6607200
1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,X_6476800_6479200_X_6596800_6599200
0,1,2,1,0,0,0,4,0,1,0,6,0,3,1,1,2,2,0,3,1,X_6468800_6471200_X_6588800_6591200
1,5,5,1,3,4,4,3,4,3,1,1,0,1,1,3,5,2,7,7,1,X_6460800_6463200_X_6580800_6583200
2,2,1,0,1,1,2,1,1,0,0,5,1,0,1,0,1,1,3,0,1,X_6452800_6455200_X_6572800_6575200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_6444800_6447200_X_6564800_6567200
1,3,6,2,0,2,2,1,1,3,1,4,2,2,1,3,1,3,1,2,1,X_6436800_6439200_X_6556800_6559200
1,1,3,2,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,X_6428800_6431200_X_6548800_6551200
0,0,6,0,2,0,1,1,5,2,0,1,0,2,0,1,1,0,2,1,1,X_6420800_6423200_X_6540800_6543200
0,11,12,6,4,2,3,5,2,2,3,1,0,2,2,3,4,4,5,4,1,3L_1647200_1649600_3L_1768800_1771200
6,9,12,3,2,0,3,1,1,1,1,2,0,0,0,1,3,2,6,3,1,3L_1639200_1641600_3L_1760800_1763200
5,9,2,6,3,1,3,3,1,2,4,6,1,0,2,1,1,3,5,4,1,3L_1631200_1633600_3L_1752800_1755200
2,7,9,2,0,3,2,2,1,1,1,3,2,0,4,0,3,1,3,2,1,3L_1623200_1625600_3L_1744800_1747200
4,9,11,7,1,1,3,1,0,2,2,6,3,1,2,3,4,2,4,6,1,3L_1615200_1617600_3L_1736800_1739200
1,13,9,2,3,2,4,3,2,1,0,2,2,1,1,2,2,1,4,3,1,3L_1607200_1609600_3L_1728800_1731200
6,15,9,8,3,6,4,2,2,2,1,1,0,1,2,1,1,3,3,3,1,3L_1599200_1601600_3L_1720800_1723200
2,8,6,5,1,1,0,0,1,0,1,2,2,1,0,0,1,0,4,4,1,3L_1591200_1593600_3L_1712800_1715200
3,6,7,2,1,1,2,1,0,0,2,3,0,0,1,0,0,1,1,3,1,3L_1583200_1585600_3L_1704800_1707200
0,2,6,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3L_1575200_1577600_3L_1696800_1699200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_14067200_14069600_3R_14237600_14240000
2,7,5,3,0,5,4,3,2,0,0,4,0,1,2,0,0,1,1,1,1,3R_14059200_14061600_3R_14229600_14232000
1,10,6,2,2,1,7,5,1,1,5,2,1,0,0,2,0,0,6,0,1,3R_14051200_14053600_3R_14221600_14224000
2,4,2,4,2,1,3,1,2,1,0,1,1,2,1,2,1,2,2,3,1,3R_14043200_14045600_3R_14213600_14216000
0,4,5,2,0,1,2,1,1,0,0,1,1,0,1,0,0,0,2,1,1,3R_14035200_14037600_3R_14205600_14208000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_14027200_14029600_3R_14197600_14200000
1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3R_14019200_14021600_3R_14189600_14192000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_14011200_14013600_3R_14181600_14184000
0,0,3,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,1,3R_14003200_14005600_3R_14173600_14176000
1,1,2,2,0,0,0,1,0,0,0,0,1,0,0,1,2,4,2,2,1,3R_13995200_13997600_3R_14165600_14168000
2,9,13,12,6,2,7,6,10,3,4,8,7,3,13,5,1,2,2,4,1,X_8939200_8941600_X_8976000_8978400
2,14,15,9,9,4,13,6,11,9,1,12,3,5,14,9,12,4,10,8,1,X_8931200_8933600_X_8968000_8970400
1,25,17,10,14,9,16,14,8,3,1,19,10,10,13,12,3,2,7,3,1,X_8923200_8925600_X_8960000_8962400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_8915200_8917600_X_8952000_8954400
4,5,12,3,2,4,5,3,4,1,3,7,0,1,5,3,5,3,2,1,1,X_8907200_8909600_X_8944000_8946400
3,6,15,4,0,2,0,1,0,3,1,3,0,0,1,0,1,3,5,2,1,X_8899200_8901600_X_8936000_8938400
1,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,X_8891200_8893600_X_8928000_8930400
2,5,11,3,2,3,5,4,0,2,2,3,0,0,2,1,2,1,0,2,1,X_8883200_8885600_X_8920000_8922400
3,8,9,3,3,2,4,3,1,4,1,8,4,2,5,5,3,0,6,3,1,X_8875200_8877600_X_8912000_8914400
2,11,13,3,0,2,4,3,1,0,0,5,2,2,2,1,2,0,4,3,1,X_8867200_8869600_X_8904000_8906400
1,8,9,3,1,1,0,2,1,1,1,1,0,1,1,5,3,0,5,2,1,X_20487200_20489600_X_20533600_20536000
1,6,5,2,2,1,4,0,0,1,1,2,0,1,3,0,2,2,3,2,1,X_20479200_20481600_X_20525600_20528000
5,16,15,5,11,3,14,10,2,3,4,10,1,2,5,5,9,3,6,14,1,X_20471200_20473600_X_20517600_20520000
2,7,9,4,4,3,5,5,4,3,2,7,0,1,4,2,0,0,6,2,1,X_20463200_20465600_X_20509600_20512000
5,8,10,6,1,1,3,5,4,1,1,7,2,2,3,5,2,0,6,0,1,X_20455200_20457600_X_20501600_20504000
3,11,8,8,7,7,3,10,2,2,1,6,0,4,0,4,0,4,2,4,1,X_20447200_20449600_X_20493600_20496000
6,11,12,6,9,11,20,16,7,6,4,16,3,12,10,10,5,1,8,6,1,X_20439200_20441600_X_20485600_20488000
3,12,15,13,12,3,14,8,8,6,3,11,4,5,9,6,5,2,4,6,1,X_20431200_20433600_X_20477600_20480000
5,9,19,7,3,8,5,11,4,2,2,12,2,2,3,3,0,4,1,2,1,X_20423200_20425600_X_20469600_20472000
3,27,17,13,10,6,21,13,5,7,6,14,3,4,8,5,6,9,10,9,1,X_20415200_20417600_X_20461600_20464000
1,2,2,1,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,1,1,2L_13458400_13460800_2L_14119200_14121600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_13450400_13452800_2L_14111200_14113600
0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2L_13442400_13444800_2L_14103200_14105600
2,1,5,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,1,0,1,2L_13434400_13436800_2L_14095200_14097600
0,0,2,0,1,0,2,1,0,0,0,2,0,0,1,0,1,1,0,0,1,2L_13426400_13428800_2L_14087200_14089600
1,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,2,1,2L_13418400_13420800_2L_14079200_14081600
0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2L_13410400_13412800_2L_14071200_14073600
2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2L_13402400_13404800_2L_14063200_14065600
1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2L_13394400_13396800_2L_14055200_14057600
0,2,0,0,2,0,1,0,1,1,0,1,0,0,0,0,1,2,2,2,1,2L_13386400_13388800_2L_14047200_14049600
12,22,43,11,8,7,12,12,11,16,7,23,12,10,15,20,12,8,17,14,1,3R_7896000_7898400_3R_7921600_7924000
8,22,32,5,12,6,18,13,15,8,9,15,3,6,7,13,5,3,6,8,1,3R_7888000_7890400_3R_7913600_7916000
5,16,18,12,9,11,7,10,6,6,6,13,3,6,6,10,7,5,15,7,1,3R_7880000_7882400_3R_7905600_7908000
4,23,27,11,6,8,11,12,7,9,7,21,5,7,13,16,10,11,13,18,1,3R_7872000_7874400_3R_7897600_7900000
7,16,16,7,7,6,8,6,10,3,3,17,8,5,12,10,4,2,7,8,1,3R_7864000_7866400_3R_7889600_7892000
6,12,28,6,10,11,17,9,21,10,9,12,7,8,11,14,3,2,4,5,1,3R_7856000_7858400_3R_7881600_7884000
3,21,16,7,8,11,9,14,9,6,7,18,9,12,7,19,3,2,10,8,1,3R_7848000_7850400_3R_7873600_7876000
10,19,22,8,12,12,12,6,14,7,7,13,7,6,8,14,1,3,1,3,1,3R_7840000_7842400_3R_7865600_7868000
8,22,28,14,8,10,12,17,13,8,6,17,10,8,24,20,7,6,10,9,1,3R_7832000_7834400_3R_7857600_7860000
2,12,14,4,11,4,12,9,8,9,7,9,2,4,8,4,1,1,3,2,1,3R_7824000_7826400_3R_7849600_7852000
7,35,28,13,18,20,21,24,24,17,13,33,14,11,26,24,8,8,14,16,1,X_4371200_4373600_X_4385600_4388000
4,26,42,12,9,3,12,9,7,4,7,11,1,5,5,8,2,6,5,8,1,X_4363200_4365600_X_4377600_4380000
9,24,31,15,8,10,17,13,12,11,6,13,7,12,20,13,9,8,13,13,1,X_4355200_4357600_X_4369600_4372000
6,11,26,7,13,26,20,31,8,9,6,15,6,4,6,15,3,1,3,6,1,X_4347200_4349600_X_4361600_4364000
5,18,40,15,19,16,37,12,16,16,15,25,14,12,17,22,11,4,12,14,1,X_4339200_4341600_X_4353600_4356000
8,30,29,13,18,16,29,27,29,17,16,23,23,13,25,29,7,11,15,16,1,X_4331200_4333600_X_4345600_4348000
7,15,28,8,11,14,10,11,20,8,3,19,9,4,13,9,8,4,9,7,1,X_4323200_4325600_X_4337600_4340000
5,18,29,13,8,7,11,7,8,12,8,13,7,16,11,12,9,6,15,12,1,X_4315200_4317600_X_4329600_4332000
7,25,34,11,6,14,12,11,7,8,7,27,9,10,14,10,7,5,9,10,1,X_4307200_4309600_X_4321600_4324000
10,33,33,18,18,26,39,35,37,17,15,26,16,11,41,25,14,11,18,21,1,X_4299200_4301600_X_4313600_4316000
7,29,37,19,10,8,22,20,17,21,12,36,23,12,26,20,7,9,13,22,1,2L_1846400_1848800_2L_1866400_1868800
3,23,43,8,9,9,15,12,18,9,12,17,7,11,18,17,6,3,12,12,1,2L_1838400_1840800_2L_1858400_1860800
6,24,35,9,15,17,24,20,20,13,11,28,14,14,13,25,7,9,20,8,1,2L_1830400_1832800_2L_1850400_1852800
5,29,30,12,25,13,20,17,16,18,10,43,12,13,23,26,17,7,26,17,1,2L_1822400_1824800_2L_1842400_1844800
2,9,12,4,3,2,2,4,9,3,3,8,6,0,5,7,1,3,2,5,1,2L_1814400_1816800_2L_1834400_1836800
1,8,8,7,8,3,10,11,10,8,3,14,1,4,7,7,2,1,2,4,1,2L_1806400_1808800_2L_1826400_1828800
4,15,21,6,3,5,4,9,5,7,8,14,4,4,7,10,2,1,5,3,1,2L_1798400_1800800_2L_1818400_1820800
5,19,32,8,7,13,10,13,18,7,4,18,8,10,11,14,6,5,4,9,1,2L_1790400_1792800_2L_1810400_1812800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_1782400_1784800_2L_1802400_1804800
6,6,31,6,11,3,17,8,12,9,5,28,10,10,19,16,6,9,12,9,1,2L_1774400_1776800_2L_1794400_1796800
2,7,7,0,2,0,1,0,0,1,1,0,1,0,1,2,1,1,0,2,1,2L_16311200_16313600_2L_16450400_16452800
1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,2L_16303200_16305600_2L_16442400_16444800
0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2L_16295200_16297600_2L_16434400_16436800
0,2,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2L_16287200_16289600_2L_16426400_16428800
1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2L_16279200_16281600_2L_16418400_16420800
0,2,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2L_16271200_16273600_2L_16410400_16412800
0,3,2,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,2,0,1,2L_16263200_16265600_2L_16402400_16404800
1,2,4,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,2L_16255200_16257600_2L_16394400_16396800
0,2,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,1,2L_16247200_16249600_2L_16386400_16388800
1,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2L_16239200_16241600_2L_16378400_16380800
1,7,10,3,2,1,4,0,2,2,0,4,0,0,1,2,3,1,4,5,1,X_8584000_8586400_X_8635200_8637600
3,6,5,2,3,1,4,1,0,4,0,1,0,0,1,0,1,0,3,2,1,X_8576000_8578400_X_8627200_8629600
2,4,11,0,0,2,3,3,0,0,0,3,1,1,1,0,0,2,0,1,1,X_8568000_8570400_X_8619200_8621600
2,2,8,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,2,2,1,X_8560000_8562400_X_8611200_8613600
3,7,10,4,2,2,3,1,1,2,1,8,1,0,5,4,2,3,3,3,1,X_8552000_8554400_X_8603200_8605600
7,13,13,7,3,3,3,5,3,5,4,7,4,5,5,7,6,4,8,7,1,X_8544000_8546400_X_8595200_8597600
4,5,11,0,0,2,2,2,3,3,3,5,2,1,4,6,2,0,3,0,1,X_8536000_8538400_X_8587200_8589600
4,7,14,2,1,1,3,3,1,0,1,5,1,1,2,2,2,5,3,8,1,X_8528000_8530400_X_8579200_8581600
4,12,18,7,1,4,1,5,2,0,0,10,3,1,5,3,2,2,4,2,1,X_8520000_8522400_X_8571200_8573600
2,9,12,9,3,3,6,5,4,7,3,3,1,3,4,4,2,3,7,7,1,X_8512000_8514400_X_8563200_8565600
0,4,1,2,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,X_11113600_11116000_X_11300000_11302400
0,1,2,1,0,1,2,1,0,0,0,0,0,1,1,0,1,2,0,1,1,X_11105600_11108000_X_11292000_11294400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_11097600_11100000_X_11284000_11286400
0,4,2,1,0,1,1,0,0,0,0,0,1,0,1,0,2,2,1,4,1,X_11089600_11092000_X_11276000_11278400
2,2,4,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,X_11081600_11084000_X_11268000_11270400
1,6,8,6,1,0,1,0,1,0,0,3,1,0,0,1,5,1,4,1,1,X_11073600_11076000_X_11260000_11262400
0,2,2,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,2,0,1,X_11065600_11068000_X_11252000_11254400
0,1,5,0,2,0,2,3,0,0,1,0,0,0,0,2,1,1,0,3,1,X_11057600_11060000_X_11244000_11246400
1,1,6,1,1,1,2,1,0,2,1,1,1,0,0,2,1,3,4,1,1,X_11049600_11052000_X_11236000_11238400
0,2,5,2,0,0,1,2,1,2,1,2,0,0,0,1,0,0,1,1,1,X_11041600_11044000_X_11228000_11230400
1,2,6,0,5,3,8,4,3,1,0,4,4,2,1,6,3,0,4,1,1,X_4371200_4373600_X_4467200_4469600
2,2,5,0,2,0,1,0,0,0,0,2,1,1,1,1,0,0,1,0,1,X_4363200_4365600_X_4459200_4461600
1,7,8,4,1,2,1,0,0,0,0,3,1,1,0,0,1,0,4,2,1,X_4355200_4357600_X_4451200_4453600
4,4,6,3,0,0,4,0,1,0,0,2,0,0,0,1,2,0,2,1,1,X_4347200_4349600_X_4443200_4445600
1,2,8,0,0,1,4,2,2,1,0,4,0,0,0,0,0,1,0,0,1,X_4339200_4341600_X_4435200_4437600
2,3,5,1,1,1,1,0,0,0,0,2,2,1,0,2,1,1,2,1,1,X_4331200_4333600_X_4427200_4429600
0,3,7,2,0,1,3,4,0,1,2,1,0,1,3,4,0,0,2,3,1,X_4323200_4325600_X_4419200_4421600
1,4,8,5,1,1,1,1,1,1,0,2,1,1,0,0,2,0,6,4,1,X_4315200_4317600_X_4411200_4413600
2,3,5,3,0,1,1,1,1,1,2,2,0,0,0,1,2,1,4,3,1,X_4307200_4309600_X_4403200_4405600
6,5,6,5,4,1,2,1,2,1,1,3,2,1,2,3,2,1,1,1,1,X_4299200_4301600_X_4395200_4397600
3,9,15,6,1,4,1,2,1,2,1,5,0,0,0,0,1,1,2,0,1,4_152000_154400_4_273600_276000
0,13,11,5,2,3,6,8,1,2,1,3,3,1,3,0,1,0,2,1,1,4_144000_146400_4_265600_268000
0,8,12,6,1,0,2,0,1,2,0,1,0,0,0,0,0,1,1,0,1,4_136000_138400_4_257600_260000
2,5,15,2,1,1,1,1,0,0,1,3,1,0,0,0,0,0,0,1,1,4_128000_130400_4_249600_252000
1,5,8,1,0,0,0,1,3,0,0,1,0,3,1,2,1,1,2,0,1,4_120000_122400_4_241600_244000
0,2,6,2,1,0,1,0,2,1,2,0,1,1,0,3,1,0,2,0,1,4_112000_114400_4_233600_236000
2,4,7,3,0,1,0,1,2,0,0,2,0,0,0,0,1,0,1,0,1,4_104000_106400_4_225600_228000
1,2,6,2,2,1,2,1,1,0,0,1,0,0,0,0,1,0,2,0,1,4_96000_98400_4_217600_220000
0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4_88000_90400_4_209600_212000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4_80000_82400_4_201600_204000
0,3,1,3,1,0,0,1,2,0,0,1,0,0,0,0,0,1,3,1,1,3L_11184000_11186400_3L_11470400_11472800
1,3,6,5,2,1,4,0,0,0,0,0,0,1,0,0,1,2,4,3,1,3L_11176000_11178400_3L_11462400_11464800
0,3,1,3,1,1,1,0,0,0,0,1,0,1,0,1,1,0,2,0,1,3L_11168000_11170400_3L_11454400_11456800
0,4,3,1,2,1,2,1,0,1,0,0,0,1,1,0,1,0,0,2,1,3L_11160000_11162400_3L_11446400_11448800
1,3,2,2,2,0,1,1,0,0,0,2,0,0,1,0,0,1,0,3,1,3L_11152000_11154400_3L_11438400_11440800
0,3,1,1,1,1,2,0,2,0,1,1,0,0,0,0,1,0,3,1,1,3L_11144000_11146400_3L_11430400_11432800
0,2,3,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,3L_11136000_11138400_3L_11422400_11424800
1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,1,3L_11128000_11130400_3L_11414400_11416800
0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3L_11120000_11122400_3L_11406400_11408800
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3L_11112000_11114400_3L_11398400_11400800
2,5,14,2,4,3,6,3,3,2,0,4,1,2,0,3,3,0,2,0,1,3R_5919200_5921600_3R_6041600_6044000
1,8,9,1,6,4,5,8,3,1,1,6,1,3,3,1,2,1,4,2,1,3R_5911200_5913600_3R_6033600_6036000
2,9,4,5,4,3,11,3,3,0,1,4,2,3,1,1,1,2,2,1,1,3R_5903200_5905600_3R_6025600_6028000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_5895200_5897600_3R_6017600_6020000
1,4,6,2,3,2,5,4,0,3,4,3,2,1,0,2,0,0,0,0,1,3R_5887200_5889600_3R_6009600_6012000
0,7,3,0,0,2,3,5,2,1,1,2,1,0,0,0,1,0,3,5,1,3R_5879200_5881600_3R_6001600_6004000
2,9,10,1,3,4,10,8,3,3,3,6,4,1,5,6,4,2,1,1,1,3R_5871200_5873600_3R_5993600_5996000
1,13,12,8,12,3,16,11,2,3,2,5,4,3,3,5,3,0,5,3,1,3R_5863200_5865600_3R_5985600_5988000
2,14,9,4,5,4,7,6,2,4,0,6,1,3,4,5,1,3,6,6,1,3R_5855200_5857600_3R_5977600_5980000
0,9,6,6,3,2,2,3,3,3,5,5,3,2,4,4,2,2,4,5,1,3R_5847200_5849600_3R_5969600_5972000
2,4,4,3,1,2,2,2,2,2,1,0,0,0,1,2,0,0,0,2,1,2R_23032000_23034400_2R_23316000_23318400
1,4,5,4,2,2,7,3,2,1,2,4,0,2,1,2,3,0,5,1,1,2R_23024000_23026400_2R_23308000_23310400
1,5,3,6,0,2,0,1,1,1,0,1,0,1,1,2,3,0,2,1,1,2R_23016000_23018400_2R_23300000_23302400
1,4,3,4,2,1,1,0,1,2,2,1,0,0,0,0,2,2,2,3,1,2R_23008000_23010400_2R_23292000_23294400
