nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14.FED_1_1,nc14.FED_1_2,nc14.FED.rerun_1_1,nc14.FED.rerun_1_2,nc12.mitotic.FED_1_1,nc12.mitotic.FED_1_2,nc12.mitotic.FED.rerun_1_1,nc12.mitotic.FED.rerun_1_2,shifted,places
1,8,4,3,3,5,1,2,4,3,3,5,2,0,1,1,1,0,1,0,0,3L_2070400_2072800_3L_2338400_2340800
5,16,12,9,6,6,6,12,0,1,0,2,1,1,4,0,1,1,2,1,0,2L_19197600_19200000_2L_19363200_19365600
17,108,84,70,107,78,129,94,64,85,60,152,70,74,115,121,34,27,65,51,0,3L_13488000_13490400_3L_13500000_13502400
18,88,75,34,100,103,149,159,77,81,66,156,113,87,131,203,37,19,44,46,0,3L_21459200_21461600_3L_21475200_21477600
6,27,19,19,9,7,11,7,13,6,6,9,12,4,13,12,6,2,2,1,0,2L_17620800_17623200_2L_17843200_17845600
2,14,13,8,5,12,6,13,6,4,6,12,7,3,4,4,6,3,5,2,0,X_6388800_6391200_X_6518400_6520800
1,23,19,9,3,9,4,12,5,0,1,5,0,3,0,2,0,1,1,0,0,2R_4824000_4826400_2R_5088800_5091200
6,23,43,14,21,22,24,24,26,19,16,38,24,18,38,30,5,0,4,12,0,X_7296800_7299200_X_7320000_7322400
6,19,34,12,2,3,4,4,1,3,0,10,3,2,8,8,0,1,3,2,0,2R_25084000_25086400_2R_25188800_25191200
15,62,65,33,29,27,38,36,38,21,15,35,26,24,31,36,8,4,15,18,0,3L_16742400_16744800_3L_16764000_16766400
3,22,18,9,4,5,6,4,1,5,5,6,0,2,0,2,2,1,0,1,0,2R_19801600_19804000_2R_19999200_20001600
5,39,50,13,6,8,13,9,10,5,1,8,10,0,13,7,1,0,3,3,0,2R_4787200_4789600_2R_4821600_4824000
26,93,95,59,23,27,32,49,16,17,12,19,9,7,12,19,5,3,4,9,0,2R_10534400_10536800_2R_10553600_10556000
30,167,127,84,179,148,248,204,145,128,105,293,163,130,258,256,66,62,96,84,0,3L_1520000_1522400_3L_1530400_1532800
30,91,111,56,89,86,108,99,51,67,52,114,52,46,84,113,39,23,49,35,0,2L_252000_254400_2L_269600_272000
33,131,94,53,57,55,66,72,10,11,20,32,10,10,22,26,10,13,9,13,0,2L_221600_224000_2L_245600_248000
7,34,24,15,29,23,35,30,16,11,15,26,15,13,16,20,7,4,7,6,0,3L_12417600_12420000_3L_12469600_12472000
42,147,143,79,120,108,175,167,104,99,86,176,97,110,166,174,44,39,67,45,0,3R_12999200_13001600_3R_13008000_13010400
22,90,93,51,82,66,127,85,68,73,62,135,51,44,94,97,21,33,53,54,0,2L_12437600_12440000_2L_12449600_12452000
12,66,80,20,69,65,85,88,50,35,29,83,43,45,58,61,6,15,14,19,0,3L_21196000_21198400_3L_21215200_21217600
40,193,171,100,193,167,264,210,164,149,118,303,150,130,243,235,58,55,90,85,0,2R_13485600_13488000_2R_13492800_13495200
11,47,70,14,38,40,80,55,38,44,39,78,45,45,62,84,16,9,24,18,0,3R_16919200_16921600_3R_16947200_16949600
82,218,299,135,128,130,168,163,139,150,112,283,152,165,295,268,74,75,133,141,0,3R_12394400_12396800_3R_12402400_12404800
59,217,215,107,164,145,253,217,140,132,98,279,140,155,241,259,66,59,117,97,0,3L_9477600_9480000_3L_9484000_9486400
17,74,49,33,42,36,54,59,32,26,26,35,14,16,30,30,7,3,9,4,0,3R_17617600_17620000_3R_17644800_17647200
5,15,16,6,27,17,25,21,10,8,10,15,6,7,8,20,8,1,8,6,0,2L_2236800_2239200_2L_2356000_2358400
23,119,99,56,54,63,81,98,34,21,12,56,29,40,55,62,10,6,11,11,0,2L_16587200_16589600_2L_16600000_16602400
0,14,11,8,16,8,28,20,11,12,6,16,4,10,10,14,1,3,7,2,0,X_1559200_1561600_X_1645600_1648000
13,68,48,32,92,89,122,120,20,14,12,25,28,13,31,26,6,7,14,8,0,2L_18880800_18883200_2L_18935200_18937600
51,208,207,108,219,206,304,247,157,166,154,296,166,146,266,320,92,72,127,125,0,3R_26043200_26045600_3R_26049600_26052000
12,58,39,30,38,40,46,36,8,14,7,17,5,5,8,10,4,7,6,8,0,2R_21025600_21028000_2R_21055200_21057600
5,44,15,20,4,7,13,11,15,8,11,11,6,8,15,13,4,1,6,0,0,3R_28046400_28048800_3R_28145600_28148000
3,35,36,25,14,9,17,15,5,4,3,2,4,2,1,3,5,3,6,5,0,X_18928800_18931200_X_19027200_19029600
47,144,174,82,115,108,170,148,126,88,68,159,119,93,166,227,57,37,67,56,0,3R_21350400_21352800_3R_21356800_21359200
48,154,165,74,100,93,127,110,86,77,74,194,144,121,207,188,77,72,125,111,0,3L_20321600_20324000_3L_20345600_20348000
1,11,6,3,4,8,4,5,0,0,1,2,0,0,1,2,1,1,1,2,0,3L_11824800_11827200_3L_12118400_12120800
17,64,85,30,41,41,52,57,41,33,27,45,28,42,54,65,10,14,21,16,0,X_7305600_7308000_X_7319200_7321600
39,168,174,90,155,136,237,170,120,125,109,243,118,155,173,219,61,60,106,103,0,X_12020800_12023200_X_12026400_12028800
35,120,149,80,103,102,140,139,133,95,82,179,117,114,191,188,52,42,83,70,0,2L_8009600_8012000_2L_8025600_8028000
1,12,9,5,0,2,1,3,0,2,1,0,0,0,1,0,0,0,1,1,0,3R_30600000_30602400_3R_30788000_30790400
26,125,109,52,75,76,134,97,65,55,37,121,55,63,65,93,25,18,40,42,0,3R_25649600_25652000_3R_25658400_25660800
5,19,10,17,28,17,27,21,9,10,4,13,5,4,7,10,0,2,4,3,0,2L_3372800_3375200_2L_3451200_3453600
25,108,106,58,51,45,62,64,25,29,21,38,18,21,24,27,8,7,14,19,0,2R_12979200_12981600_2R_12995200_12997600
5,5,10,2,3,4,5,7,1,0,0,2,0,0,2,0,1,1,2,3,0,3R_26188000_26190400_3R_26533600_26536000
3,5,4,4,3,5,2,6,1,0,0,0,0,0,0,1,1,1,1,4,0,X_1512800_1515200_X_1772000_1774400
1,3,7,2,1,6,3,3,5,4,3,0,0,0,2,1,0,3,2,0,0,2R_21735200_21737600_2R_22025600_22028000
37,135,155,57,91,81,130,123,82,87,60,148,85,75,126,150,26,28,50,57,0,X_16323200_16325600_X_16329600_16332000
44,189,254,90,112,133,165,172,204,117,100,220,153,138,250,274,50,28,61,49,0,2L_3094400_3096800_2L_3106400_3108800
63,334,266,181,349,335,536,412,307,272,224,554,313,359,539,574,173,123,260,192,0,2L_6481600_6484000_2L_6486400_6488800
48,312,233,170,476,376,666,448,236,303,218,566,316,309,490,531,237,182,355,293,0,X_8400000_8402400_X_8404800_8407200
28,73,99,25,17,19,13,29,21,17,10,31,42,28,43,39,31,27,45,51,0,X_14468800_14471200_X_14512000_14514400
95,336,415,175,251,227,349,315,247,210,158,418,296,223,432,395,194,162,257,270,0,3R_29237600_29240000_3R_29244800_29247200
19,76,90,26,34,33,63,33,45,40,36,78,39,46,77,80,11,10,20,12,0,X_11324800_11327200_X_11337600_11340000
2,11,6,10,1,2,2,4,0,0,0,1,0,1,0,0,0,1,0,0,0,X_5083200_5085600_X_5419200_5421600
73,316,326,161,318,266,440,377,273,264,187,580,338,299,512,533,135,121,226,182,0,3R_9040000_9042400_3R_9044800_9047200
16,102,88,53,97,83,130,122,49,69,50,124,58,60,106,107,29,23,47,48,0,X_4635200_4637600_X_4646400_4648800
3,8,13,5,6,3,8,14,1,2,2,3,1,0,1,1,2,0,2,1,0,2R_13620800_13623200_2R_13822400_13824800
8,43,51,15,7,7,9,10,7,4,5,2,3,0,3,2,2,3,5,3,0,3L_14189600_14192000_3L_14211200_14213600
19,75,74,39,71,68,107,103,85,61,52,100,64,83,109,131,17,19,27,29,0,2L_1953600_1956000_2L_1971200_1973600
3,12,24,2,12,11,10,7,3,3,3,5,3,2,3,5,1,1,2,4,0,3R_16867200_16869600_3R_16956000_16958400
22,102,111,59,67,78,117,91,66,54,37,142,61,43,99,103,31,17,33,21,0,2L_10989600_10992000_2L_11000800_11003200
11,39,42,19,51,35,67,54,36,39,22,69,22,33,34,53,9,13,21,19,0,3R_17566400_17568800_3R_17599200_17601600
17,56,68,27,82,59,85,82,41,40,27,74,34,41,67,52,9,13,24,18,0,2L_3000000_3002400_2L_3016000_3018400
7,35,26,17,45,33,67,45,3,2,4,4,6,1,5,10,4,1,5,1,0,X_17304000_17306400_X_17421600_17424000
44,127,142,52,78,88,125,96,59,71,63,106,77,60,117,117,31,17,42,32,0,X_10728800_10731200_X_10742400_10744800
1,7,13,6,4,3,3,5,3,1,1,5,3,2,1,1,4,1,2,2,0,2L_6116800_6119200_2L_6303200_6305600
26,105,100,54,57,55,81,53,18,26,25,66,34,21,49,55,11,12,17,19,0,2L_2162400_2164800_2L_2176800_2179200
26,128,75,62,187,148,209,177,80,80,58,175,78,85,133,122,35,36,65,61,0,3L_14008800_14011200_3L_14022400_14024800
50,177,234,86,90,91,144,143,102,67,58,156,105,97,130,160,35,43,66,69,0,3R_25881600_25884000_3R_25886400_25888800
9,60,35,23,25,39,51,46,28,29,19,46,24,24,43,43,15,11,13,17,0,X_20393600_20396000_X_20422400_20424800
56,247,219,126,287,246,411,306,209,244,186,487,218,239,340,407,115,106,199,171,0,X_1881600_1884000_X_1887200_1889600
45,175,148,79,87,88,120,112,65,72,52,97,70,83,117,143,24,25,37,23,0,2L_700800_703200_2L_713600_716000
2,4,3,4,4,0,6,4,5,6,1,7,1,1,0,2,0,0,2,2,0,3R_10950400_10952800_3R_11183200_11185600
10,29,33,10,6,9,16,10,13,12,15,19,9,9,18,18,8,3,11,9,0,3L_21603200_21605600_3L_21651200_21653600
21,83,97,28,92,71,129,93,90,58,42,135,77,55,89,119,26,21,54,45,0,3L_15117600_15120000_3L_15132800_15135200
3,12,18,2,7,11,5,11,5,3,5,8,4,3,3,6,1,0,3,1,0,3R_26105600_26108000_3R_26258400_26260800
14,29,48,12,5,8,7,14,4,2,0,9,1,1,3,3,1,5,3,3,0,4_1123200_1125600_4_1180800_1183200
5,31,23,14,20,6,15,24,4,6,3,9,3,7,13,13,2,2,5,3,0,2R_14644000_14646400_2R_14750400_14752800
2,8,5,6,2,6,1,3,2,2,2,3,1,0,4,4,1,2,3,1,0,X_22756800_22759200_X_22903200_22905600
23,149,117,76,98,101,140,141,37,19,16,57,34,37,54,46,20,8,14,11,0,3R_31688000_31690400_3R_31724000_31726400
24,136,109,62,102,98,152,146,84,51,45,88,91,83,142,137,20,9,21,12,0,2L_16421600_16424000_2L_16484800_16487200
81,356,296,177,304,237,425,344,259,217,178,432,258,230,471,411,147,118,228,216,0,X_629600_632000_X_633600_636000
43,154,194,73,106,102,138,163,86,78,59,133,85,87,144,135,42,30,62,42,0,3L_248000_250400_3L_255200_257600
3,11,10,2,0,2,2,2,6,1,1,6,1,0,0,2,2,0,1,1,0,3L_2028000_2030400_3L_2283200_2285600
55,227,244,122,212,175,342,236,214,223,182,433,322,282,428,480,150,126,217,209,0,2L_15752800_15755200_2L_15758400_15760800
60,286,292,149,190,226,287,303,241,232,182,461,216,201,349,351,94,76,150,137,0,3R_11613600_11616000_3R_11617600_11620000
102,361,335,191,437,424,612,514,396,388,296,795,503,478,740,866,241,242,428,360,0,X_17821600_17824000_X_17824800_17827200
12,57,61,25,65,48,79,69,23,38,22,79,31,39,66,65,20,11,22,30,0,X_10367200_10369600_X_10383200_10385600
51,160,215,79,146,131,186,178,158,134,97,257,170,153,302,274,75,47,114,74,0,2L_8073600_8076000_2L_8079200_8081600
8,35,38,28,28,28,43,47,37,9,13,34,34,25,70,77,3,4,5,3,0,3R_12782400_12784800_3R_12914400_12916800
2,33,22,12,20,28,52,37,7,6,6,13,7,5,8,11,4,0,3,2,0,X_15174400_15176800_X_15291200_15293600
17,117,79,65,59,40,63,72,17,16,10,19,18,16,37,30,3,5,10,7,0,2R_12995200_12997600_2R_13040800_13043200
4,20,19,10,13,11,15,13,1,2,0,7,0,0,4,4,3,2,2,4,0,3L_5365600_5368000_3L_5560800_5563200
10,38,49,25,21,26,40,61,31,20,14,43,24,24,47,50,7,5,8,12,0,3L_10242400_10244800_3L_10321600_10324000
2,3,5,2,3,3,6,5,5,2,2,4,3,1,4,1,2,0,3,2,0,X_20792000_20794400_X_20985600_20988000
15,81,50,42,35,38,50,48,6,7,6,10,1,9,14,10,2,2,7,6,0,2L_12585600_12588000_2L_12616800_12619200
6,22,25,9,12,11,17,17,3,2,2,7,0,2,2,2,2,1,1,3,0,2L_19189600_19192000_2L_19340800_19343200
11,45,45,25,25,18,24,33,27,12,10,27,18,15,30,29,7,5,15,10,0,2L_3230400_3232800_2L_3264800_3267200
24,107,80,63,37,44,51,59,23,20,8,29,15,31,31,26,7,5,8,10,0,3L_7780800_7783200_3L_7808800_7811200
40,127,178,59,95,99,146,121,121,104,86,197,121,136,187,220,33,45,53,69,0,3R_17606400_17608800_3R_17613600_17616000
12,37,39,19,55,35,76,42,48,29,27,64,33,30,46,50,15,10,26,23,0,X_11733600_11736000_X_11766400_11768800
5,35,51,11,8,12,10,18,9,5,3,21,17,7,27,28,15,9,19,16,0,X_8265600_8268000_X_8316800_8319200
46,190,206,108,255,210,361,275,165,167,143,369,181,181,269,346,106,99,192,151,0,X_19630400_19632800_X_19635200_19637600
5,16,29,8,11,8,16,20,6,5,6,14,6,2,6,6,5,0,8,4,0,X_13287200_13289600_X_13336800_13339200
4,14,21,7,1,2,3,2,4,3,1,1,1,1,2,0,3,1,2,2,0,3L_11286400_11288800_3L_11430400_11432800
73,405,338,187,206,203,338,286,168,200,176,443,384,330,678,561,394,259,521,475,0,3R_11224800_11227200_3R_11240000_11242400
9,60,51,28,21,28,45,32,13,13,10,24,17,11,19,16,5,3,10,8,0,2R_20913600_20916000_2R_20960000_20962400
14,54,71,32,25,30,44,34,25,21,22,42,14,16,30,32,4,7,7,9,0,2L_17734400_17736800_2L_17752000_17754400
12,36,39,15,16,26,28,30,32,17,7,43,14,20,22,41,5,3,12,13,0,3L_18062400_18064800_3L_18086400_18088800
0,6,8,4,6,1,5,2,2,2,3,5,2,1,0,7,3,3,0,4,0,X_7348800_7351200_X_7521600_7524000
25,80,106,42,55,58,97,73,86,74,61,126,81,65,119,114,24,20,41,36,0,3L_6981600_6984000_3L_6992000_6994400
17,124,71,48,20,31,35,46,7,10,4,14,8,5,11,20,3,1,4,5,0,2L_12460000_12462400_2L_12482400_12484800
2,6,8,2,3,4,7,6,0,0,0,1,1,1,0,1,2,3,1,1,0,3L_21135200_21137600_3L_21333600_21336000
9,22,35,11,10,11,20,19,17,11,9,13,8,6,10,3,3,1,1,4,0,3R_6767200_6769600_3R_6807200_6809600
9,32,20,12,10,16,19,23,3,7,5,10,0,1,9,7,2,2,5,2,0,3L_7156000_7158400_3L_7238400_7240800
29,137,133,62,111,140,162,167,117,105,93,206,111,126,153,173,31,26,58,49,0,2L_8466400_8468800_2L_8475200_8477600
37,80,110,64,40,37,43,46,28,24,16,39,18,21,34,35,9,4,17,13,0,X_12734400_12736800_X_12750400_12752800
17,77,70,37,84,74,114,83,25,14,23,28,28,24,50,59,8,5,13,9,0,3L_12579200_12581600_3L_12608000_12610400
25,122,88,55,109,95,148,115,114,101,94,221,97,95,144,158,36,46,69,54,0,3R_28871200_28873600_3R_28884800_28887200
3,16,7,11,4,7,8,5,1,1,0,2,0,0,0,0,1,0,0,0,0,X_5084800_5087200_X_5293600_5296000
4,18,18,9,5,5,6,7,2,1,3,6,2,3,2,3,0,0,1,1,0,X_12201600_12204000_X_12388000_12390400
6,28,18,21,6,8,14,11,0,1,0,3,5,2,1,1,0,1,1,1,0,3L_11250400_11252800_3L_11416000_11418400
5,59,47,16,25,26,38,30,23,23,22,30,28,31,38,43,4,4,2,7,0,X_12084800_12087200_X_12201600_12204000
20,85,66,27,69,51,89,66,34,36,31,83,29,27,50,60,22,13,28,36,0,X_10745600_10748000_X_10761600_10764000
24,90,105,46,63,77,108,91,83,47,41,115,75,87,102,124,24,23,42,29,0,2R_17520000_17522400_2R_17532000_17534400
17,84,86,30,20,43,43,37,35,34,21,62,25,37,48,64,15,7,20,18,0,2R_20884000_20886400_2R_20904800_20907200
36,126,131,76,154,133,197,195,157,134,114,274,154,132,215,247,49,50,72,65,0,3R_28832800_28835200_3R_28840800_28843200
25,119,88,46,82,67,123,88,75,81,56,160,75,63,132,140,34,25,44,49,0,2L_13794400_13796800_2L_13808800_13811200
3,23,24,13,25,24,29,25,17,13,13,15,11,17,12,18,5,2,0,1,0,X_4554400_4556800_X_4595200_4597600
6,49,45,24,29,23,38,44,6,12,12,23,14,8,16,27,6,4,10,8,0,3R_21223200_21225600_3R_21267200_21269600
9,28,27,13,6,9,7,9,2,2,1,3,0,1,1,2,0,4,5,1,0,2R_20994400_20996800_2R_21056000_21058400
8,20,16,6,14,17,15,13,5,2,0,8,1,1,4,3,0,1,1,3,0,3R_21387200_21389600_3R_21556800_21559200
13,58,50,22,39,38,42,44,15,10,7,15,11,11,13,10,6,6,8,3,0,3R_21823200_21825600_3R_21854400_21856800
15,90,56,39,89,88,149,107,43,28,18,59,56,53,51,82,8,7,17,10,0,3R_28546400_28548800_3R_28584000_28586400
2,17,17,13,5,12,5,10,5,7,5,10,1,1,6,7,0,1,2,3,0,X_841600_844000_X_1009600_1012000
5,14,30,4,8,15,14,23,20,5,7,16,10,8,14,14,0,0,6,2,0,X_12349600_12352000_X_12388000_12390400
4,39,31,12,26,17,16,29,1,5,5,9,11,4,7,8,1,2,3,1,0,2R_12981600_12984000_2R_13040000_13042400
1,10,10,10,5,3,7,3,0,4,4,6,5,2,1,2,1,2,5,2,0,3L_3287200_3289600_3L_3615200_3617600
12,30,45,23,16,8,16,15,8,14,8,25,27,16,34,33,16,16,27,24,0,X_4822400_4824800_X_4870400_4872800
3,9,9,6,2,1,4,5,1,0,0,1,0,0,0,1,1,3,2,1,0,3R_31404000_31406400_3R_31608800_31611200
7,41,33,22,44,44,64,70,26,22,22,29,29,25,37,51,7,9,14,13,0,X_17311200_17313600_X_17396000_17398400
8,35,38,16,7,9,21,18,17,10,13,26,17,13,30,27,17,11,21,16,0,X_8256000_8258400_X_8316800_8319200
0,3,12,7,1,0,4,5,2,3,0,4,0,1,0,0,1,1,2,1,0,3L_7527200_7529600_3L_7724800_7727200
9,33,43,14,40,33,60,51,49,27,23,55,33,34,39,53,16,8,27,12,0,2R_22969600_22972000_2R_22997600_23000000
2,10,9,4,6,7,9,7,1,2,3,1,1,2,2,2,1,1,0,2,0,3L_16864800_16867200_3L_17010400_17012800
12,45,61,20,26,28,34,44,18,21,13,40,19,10,20,23,10,3,6,10,0,3R_25096800_25099200_3R_25120800_25123200
41,157,170,94,185,163,268,230,163,157,120,285,159,171,232,275,51,83,118,117,0,X_13288000_13290400_X_13293600_13296000
7,46,45,23,36,36,60,57,17,14,10,30,14,13,34,27,8,10,15,8,0,3L_17804800_17807200_3L_17841600_17844000
8,43,34,19,32,34,48,46,36,34,21,45,26,27,49,39,6,7,9,15,0,X_4588800_4591200_X_4616000_4618400
10,52,54,23,45,43,68,50,32,10,10,42,40,23,49,42,11,5,15,10,0,X_8756800_8759200_X_8804800_8807200
6,24,28,11,14,9,22,12,21,10,8,21,5,5,11,10,6,4,7,6,0,X_9840000_9842400_X_9880000_9882400
16,31,32,20,11,8,9,22,15,17,12,36,20,17,35,20,13,13,19,24,0,X_15554400_15556800_X_15574400_15576800
59,191,266,68,74,91,98,113,81,97,69,131,79,76,127,144,32,21,61,51,0,X_19352000_19354400_X_19360000_19362400
21,36,80,25,23,34,52,48,59,30,32,89,62,60,90,105,21,13,26,38,0,X_19161600_19164000_X_19174400_19176800
4,44,23,15,1,5,2,6,2,4,3,5,0,4,5,5,1,1,2,0,0,3R_7392800_7395200_3R_7638400_7640800
6,19,13,8,17,11,18,19,10,9,10,8,8,3,16,14,2,2,1,2,0,X_8280800_8283200_X_8365600_8368000
55,242,183,110,232,225,313,270,177,143,110,306,196,199,308,335,93,85,110,113,0,2R_16857600_16860000_2R_16864800_16867200
28,68,115,36,78,89,136,109,101,59,49,133,70,62,87,102,21,17,30,36,0,X_2095200_2097600_X_2104800_2107200
2,19,5,11,7,5,9,5,2,1,3,0,0,0,1,1,0,2,1,4,0,X_6348800_6351200_X_6525600_6528000
5,15,25,11,11,7,21,5,3,0,3,9,5,3,4,10,0,3,6,5,0,3L_9510400_9512800_3L_9628800_9631200
6,9,18,3,7,2,12,7,2,0,1,2,0,2,1,4,0,0,2,2,0,3R_16868000_16870400_3R_16968800_16971200
18,44,82,26,42,29,53,44,32,27,13,63,33,40,51,51,6,13,19,12,0,2R_19633600_19636000_2R_19648000_19650400
12,63,63,29,100,91,133,117,72,60,49,117,51,64,116,94,25,34,40,36,0,X_19580800_19583200_X_19593600_19596000
26,93,115,51,70,65,114,94,50,60,44,84,45,50,55,71,27,14,35,24,0,3L_299200_301600_3L_314400_316800
60,239,279,108,212,189,269,270,165,137,100,225,151,146,213,204,72,49,123,88,0,3L_1569600_1572000_3L_1573600_1576000
10,44,81,22,19,27,31,32,32,26,19,33,21,33,32,35,5,3,8,13,0,2L_7543200_7545600_2L_7589600_7592000
1,11,10,5,5,0,4,4,5,1,1,3,0,3,2,2,1,0,2,4,0,3R_17231200_17233600_3R_17449600_17452000
26,80,130,47,19,31,35,43,46,29,20,40,30,22,50,48,27,20,41,36,0,X_14425600_14428000_X_14468800_14471200
7,44,62,20,27,33,42,45,21,14,12,21,13,23,29,20,3,6,4,10,0,X_8650400_8652800_X_8674400_8676800
14,23,41,13,39,49,56,53,32,29,18,48,25,23,38,55,7,5,5,9,0,3R_22548000_22550400_3R_22578400_22580800
8,19,23,14,1,1,2,1,0,2,1,1,1,0,1,1,3,0,2,0,0,4_358400_360800_4_443200_445600
32,32,87,20,47,56,80,73,94,90,80,137,84,100,156,198,17,9,22,20,0,X_368800_371200_X_394400_396800
13,95,77,46,37,37,55,58,21,8,14,24,15,8,22,30,5,1,12,9,0,X_9283200_9285600_X_9304800_9307200
34,132,169,60,89,83,130,124,68,67,69,150,119,88,196,131,90,63,108,134,0,3L_19422400_19424800_3L_19476800_19479200
22,84,98,43,92,91,143,104,82,66,59,159,81,84,115,155,24,27,55,44,0,2R_20978400_20980800_2R_20989600_20992000
36,174,129,100,166,140,220,189,91,92,68,131,89,104,161,194,18,19,29,29,0,2L_1420000_1422400_2L_1460000_1462400
9,22,28,8,19,23,30,26,16,15,13,33,17,16,24,33,2,4,7,7,0,X_4554400_4556800_X_4588800_4591200
10,34,46,24,13,7,20,17,16,16,14,20,12,17,27,13,13,7,16,12,0,X_7212000_7214400_X_7242400_7244800
3,39,33,19,20,20,35,31,10,4,5,12,13,5,15,16,2,4,2,3,0,X_7444000_7446400_X_7604800_7607200
9,17,21,6,6,7,5,11,12,4,3,14,12,6,14,10,7,6,11,13,0,X_9312800_9315200_X_9373600_9376000
25,116,146,64,63,71,103,86,27,31,26,72,37,26,58,61,20,17,31,31,0,X_17877600_17880000_X_17884800_17887200
12,52,47,31,81,65,118,99,18,27,22,43,13,20,39,27,11,10,18,20,0,2R_24813600_24816000_2R_24851200_24853600
10,35,46,17,37,50,76,66,69,47,27,85,37,39,59,67,8,5,25,10,0,3L_4370400_4372800_3L_4400800_4403200
15,82,100,38,44,53,71,81,52,37,25,58,39,50,37,77,10,4,17,7,0,X_2124000_2126400_X_2139200_2141600
0,4,6,3,5,3,5,3,2,4,2,4,0,1,1,3,0,1,0,4,0,X_1545600_1548000_X_1816000_1818400
49,222,195,123,272,225,399,287,238,218,186,446,260,260,421,468,126,129,192,201,0,3L_13503200_13505600_3L_13508800_13511200
13,103,74,50,100,98,147,129,39,17,13,29,47,44,78,66,5,9,10,9,0,3L_12432800_12435200_3L_12466400_12468800
20,105,75,68,67,53,107,85,48,48,37,86,37,29,51,59,27,20,30,31,0,2L_1080800_1083200_2L_1105600_1108000
0,6,7,2,4,2,1,2,3,4,3,3,0,1,0,1,2,0,2,1,0,2R_8284800_8287200_2R_8558400_8560800
6,33,28,14,26,29,36,33,14,6,4,24,14,10,10,11,7,6,9,8,0,3R_5393600_5396000_3R_5460800_5463200
3,9,8,5,3,3,3,5,3,3,2,4,1,0,2,2,0,1,1,1,0,X_5119200_5121600_X_5263200_5265600
4,24,16,16,9,3,11,10,2,4,3,4,1,1,1,1,5,3,7,2,0,2R_14503200_14505600_2R_14616800_14619200
25,127,115,55,67,81,109,124,24,22,19,24,35,21,36,41,11,14,19,12,0,2R_25213600_25216000_2R_25224800_25227200
5,7,14,9,0,1,2,3,1,1,3,7,0,0,2,1,1,1,1,1,0,3R_18214400_18216800_3R_18376000_18378400
5,12,13,9,9,9,10,12,1,4,4,0,2,1,2,2,4,1,3,2,0,3R_10892800_10895200_3R_11208800_11211200
75,339,315,193,430,353,581,433,317,293,255,582,395,420,604,693,172,161,289,278,0,3L_12125600_12128000_3L_12129600_12132000
2,5,9,4,5,3,3,6,5,1,2,7,1,2,1,5,4,0,3,2,0,3R_10912800_10915200_3R_11180000_11182400
29,68,81,29,67,67,79,76,61,56,39,106,44,45,67,86,11,16,28,19,0,2R_7940800_7943200_2R_7952800_7955200
7,47,40,24,25,24,25,32,5,7,7,12,4,8,6,10,2,9,8,9,0,2R_23745600_23748000_2R_23808000_23810400
10,23,33,8,14,14,18,15,8,9,4,17,5,5,11,9,2,1,5,1,0,3L_20624800_20627200_3L_20707200_20709600
30,114,180,60,95,91,135,123,74,70,72,187,172,108,280,205,115,113,184,190,0,X_20095200_20097600_X_20110400_20112800
12,31,38,13,18,16,21,20,4,6,6,18,3,8,5,12,4,4,2,5,0,X_10324800_10327200_X_10365600_10368000
24,130,104,71,149,109,217,131,93,102,85,196,96,99,130,145,52,43,74,56,0,3R_31580800_31583200_3R_31593600_31596000
7,21,33,13,15,8,14,9,4,3,1,4,3,1,4,4,1,3,2,3,0,3R_30464800_30467200_3R_30562400_30564800
10,51,50,20,20,20,26,21,22,14,14,27,43,18,62,38,26,33,49,41,0,2R_23228000_23230400_2R_23285600_23288000
37,218,156,109,271,216,374,291,107,174,132,392,265,219,439,351,393,344,574,525,0,X_15667200_15669600_X_15676000_15678400
3,6,8,4,3,6,4,8,0,1,1,2,0,0,0,0,1,1,2,1,0,2R_13229600_13232000_2R_13430400_13432800
15,35,58,24,19,32,34,37,15,12,4,16,14,12,17,24,4,3,4,5,0,X_15594400_15596800_X_15652000_15654400
26,110,99,67,135,110,165,145,51,59,50,136,54,59,101,100,37,34,64,52,0,3L_19874400_19876800_3L_19892000_19894400
27,103,114,56,78,75,104,119,80,45,37,78,75,66,129,134,15,10,16,17,0,3L_14578400_14580800_3L_14599200_14601600
1,17,21,10,4,5,7,6,2,2,1,0,0,0,0,2,2,0,2,0,0,3L_14273600_14276000_3L_14408800_14411200
4,18,16,10,18,16,22,23,3,1,3,6,3,4,6,3,2,4,3,6,0,X_8272800_8275200_X_8397600_8400000
6,13,16,6,4,4,17,7,5,10,11,13,3,3,4,11,2,1,3,2,0,2L_10884800_10887200_2L_10960800_10963200
8,30,37,15,11,11,8,11,6,3,5,9,6,1,1,4,2,2,4,3,0,3R_15093600_15096000_3R_15146400_15148800
8,6,23,2,3,6,7,8,13,3,5,9,10,5,10,8,0,4,4,6,0,2L_3230400_3232800_2L_3421600_3424000
15,69,64,30,35,27,41,41,18,10,7,24,16,11,16,17,12,7,18,13,0,3L_4108000_4110400_3L_4132800_4135200
18,82,81,47,72,64,120,112,32,41,30,99,61,49,74,70,19,16,28,26,0,3L_22268000_22270400_3L_22284000_22286400
